_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,not_sure_about_factual_correctness,not_sure_about_factual_correctness:confidence,select_the_answer_that_answers_the_question_best,select_the_answer_that_answers_the_question_best:confidence,id,not_sure_about_factual_correctness_gold,question,select_the_answer_that_answers_the_question_best_gold,wikidata,yago
2341487771,false,finalized,3,6/20/2019 06:55:55,,,yg,0.682,148,,कौन कौन से छुट्टियां कर रहे हैं मशहूर चारों ओर  विश्व? ,,"आंल सेंटस डे, होली, बड़ा दिन, अंतरराष्ट्रीय श्रमिक दिवस, दशैं, नव वर्ष, पाम रविवार, ईस्टर, मई दिवस, स्वतन्त्रता दिवस, हनुका, संविधान दिवस (भारत), चीनी नववर्ष, रौशन-शनाह, पुथंडु, योम किपुर, जर्मन एकता दिवस, पूरीम, नव वर्ष का दिन, शुक्कोह, भाषा आंदोलन दिवस, ईद उल-फ़ित्र, ईद-उल-अज़हा, गांधी जयंती, गणेश चतुर्थी, youth Day, बॉक्सिंग डे, सशस्त्र सेना झंडा दिवस, आंल सोल्स डे, आस्ट्रेलिया दिवस, गणतन्त्र दिवस, राम नवमी, धन्यवाद, हनुमान जयंती, workers day, बुद्ध जयंती","रमज़ान, शुक्रवार, योम किपुर, मुहर्रम, शब-ए-क़द्र, थैंक्सगिविंग, राष्ट्रीय दिवस, ईद-उल-अज़हा, ईद उल-फ़ित्र, अन्तरराष्ट्रीय महिला दिवस, नौरोज़, दीपावली, हैलोवीन, बॉक्सिंग डे, रौशन-शनाह, अंतर्राष्ट्रीय मज़दूर दिवस, चीनी नववर्ष, मातृ दिवस, हनुका, मीलाद उन-नबी, बाल दिवस, सफेद दिन, आंल सेंटस डे, कोरिया नव वर्ष दिवस, नव वर्ष, इस्लामी त्यौहार, विश्व स्वास्थ्य दिवस, बुद्ध जयंती, पाम रविवार, शब-ए-बारात, प्रभुप्रकाश, फ़ानूस, मध्य शरद त्योहार, होली, सैंट पैट्रिक दिवस, पितृ दिवस, पूरीम, ब्लैक फ़्राइडे (ख़रीदारी), ब्लैक फ़्राइडे, मेक्सिकी क्रान्ति, मानव बलि, गणतन्त्र दिवस (भारत), गणतन्त्र दिवस, राम नवमी, आर्मीनियाई जनसंहार स्मरण दिवस, आठ घण्टे का कार्य-दिवस आंदोलन, ताज़िया, नादाम, स्‍वतंत्रता दिवस, स्‍वतंत्रता दिवस (भारत), स्वतंत्रता दिवस, स्वतंत्रता दिवस (पाकिस्तान), ओणम, शुक्कोह, गणेश चतुर्थी, जर्मन एकता दिवस, आंल सोल्स डे, छिंग मिंग त्यौहार, लोसर, पोंगल, कोरिया धन्यवाद, वसन्त पञ्चमी, आस्ट्रेलिया दिवस, महाशिवरात्रि, मकर संक्रान्ति, गांधी जयंती, जन्माष्टमी, दुर्गा पूजा, दशहरा, यूरी की रात, संविधान दिवस, संविधान दिवस (डेनमार्क), स्वतंत्रता दिवस (बांग्लादेश), नवरात्रि, मई दिवस, महावीर जयन्ती, भाषा आन्दोलन दिवस, भारत में सार्वजनिक अवकाश, पहेला वैशाख, विषु, जल्लीकट्टू, गुरू-पूर्णिमा, छठ पूजा, हनुमान जयंती, राधाष्टमी, एकादशी तिथि, जुमातुल विदा, अक्षय तृतीया, धनतेरस, बसव जयंती, जरथुस्त्रनो, नर्क चतुर्दशी, पाकिस्तान दिवस, देवशयनी एकादशी, कार्तिक पूर्णिमा, गोवर्धन पूजा, विश्वकर्मा जयन्ती, शहीद दिवस, शहीद दिवस (भारत), स्‍वतंत्रता दिवस (ब्राज़ील), देव प्रबोधिनी एकादशी, विहार पंचमी, आमलकी एकादशी, निर्जला एकादशी, पुत्रदा एकादशी, मोक्षदा एकादशी, कामदा एकादशी, वरूथिनी एकादशी, संविधान दिवस (भारत)"
2341487772,false,finalized,3,6/20/2019 19:27:52,,,wd,1.0,149,,क्या है  सबसे लंबे समय तक नदी? ,,अमेज़न नदी,काइदू नदी
2341487773,false,finalized,3,6/20/2019 19:25:39,,,wd,1.0,354,,कोनसे देश में माउंट एवरेस्ट है?,,"चीनी जनवादी गणराज्य, नेपाल",http://yago-knowledge.org/resource/Earth
2341487944,true,golden,3,"",,,wd,1.0,332,,सबसे कम निवासियों वाला शहर कौन सा है?,wd,माउंट ईसा,"플리머스 (몬트세랫), Plymouth, Montserrat, फुंचाल, Funchal, Фуншал, ฟุงชาล, Plymouth (Montserrat), Plymouth (Montserrat), პლიმუთი (მონსერატი), Funshal"
2341488025,true,golden,3,"",,,wd,1.0,4,,यू.एस. के किस राज्य में क्षेत्र 51 स्थित है?,wd,नेवाडा,"[[Lincoln County, Nevada|Lincoln County]], [[Nevada]], U.S."
2341488133,true,golden,3,"",,,wd,1.0,173,,मुझे न्यू जर्सी के १००००० से अधिक निवासियों के साथ सभी शहरों की सूचि बतायें।,wd,"पैटरसन, न्यूर्क, न्यू जर्सी, जर्सी सिटी, एलिजाबेथ","न्यूर्क, न्यूर्क, न्यू जर्सी"
2341488251,false,golden,3,6/20/2019 07:04:59,,,wd,0.682,369,,अरब के लॉरेंस ने किस सैन्य युद्ध में भाग लिया?,yg,"प्रथम विश्वयुद्ध, अरब विद्रोह","क्रूसेड, प्रथम विश्व युद्ध, पेरिस शांति सम्मेलन, गोरिल्ला युद्ध"
2341488345,true,golden,3,"",,,wd,1.0,393,,न्यूयॉर्क के पांच नगर क्या हैं?,wd,"मैनहटन, ब्रुकलीन, क्वीनस, ब्रोंक्स","मैनहटन, ब्रुकलीन, श्रेणी:रानियाँ"
2341488584,true,golden,3,"",,,yg,1.0,170,,कौन है  मालिक का फेसबुक? ,yg,फेसबुक,"मार्क ज़ुकेरबर्ग, डस्टिन मॉस्कोविट्ज़"
2341488695,true,golden,3,"",,,yg,0.6542,150,,कौन कौन से संगठनों थे स्थापित में 1930? ,yg,"शरणार्थियों के लिए नानसेन अंतर्राष्ट्रीय कार्यालय, इंडियन एम्पायर सोसाइटी","केएफसी, अमेरिकन एयरलाइंस, यूनीलीवर, टेक्सस इंस्ट्रुमेंट्स"
2341488850,false,golden,3,6/20/2019 06:59:36,,,wd,0.6638,57,,कौन सी नदियां जर्मन झील में बहती हैं?,yg,"राइन नदी, वारता नदी, ओडर नदी","राइन नदी, डैन्यूब नदी, बाल्टिक सागर, उत्तरी सागर, कील नहर, फ़ोर्थ का नदमुख, स्कारबोरो"
